00:00:00:00:00:00 6 C14_PLEA -96.0
00:00:00:00:00:00 7 C15_MTG -96.0
00:02:6f:a3:b1:cd 2 C1_AISLE1 -97.0
00:02:6f:a5:01:03 2 C1_AISLE1 -93.65263157894736
00:02:6f:a5:01:03 3 C11_CONF_BTM -94.64285714285714
00:02:6f:a5:01:03 5 C2_AISLE2 -93.11538461538461
00:02:6f:a5:01:03 17 C10_AISLE10 -97.0
00:0c:42:e0:7e:6e 7 C15_MTG -84.0
00:0c:f6:2b:65:16 2 C1_AISLE1 -90.0
00:0c:f6:6c:cf:94 2 C1_AISLE1 -77.0
00:0c:f6:6c:cf:94 9 C4_AISLE4 -86.33333333333333
00:0c:f6:6c:cf:94 10 C5_AISLE5 -92.0
00:0c:f6:6c:cf:94 11 C6_AISLE6 -88.17647058823529
00:0c:f6:6c:cf:94 12 C7_AISLE7 -84.84482758620689
00:0c:f6:6c:cf:94 13 C8_AISLE8 -79.475
00:0c:f6:6c:cf:94 14 C16_FLEX_BTM -67.40833333333333
00:0c:f6:6c:cf:94 15 C17_FLEX_TOP -72.56666666666666
00:0c:f6:6c:cf:94 16 C9_AISLE9 -78.57222222222222
00:0c:f6:6c:cf:94 17 C10_AISLE10 -84.26666666666667
00:0c:f6:a3:21:98 1 C13_COFFEE -82.0
00:0c:f6:a3:21:98 2 C1_AISLE1 -90.0
00:0c:f6:a3:21:98 5 C2_AISLE2 -90.71186440677967
00:0c:f6:a3:21:98 6 C14_PLEA -88.46385542168674
00:0c:f6:a3:21:98 7 C15_MTG -86.51666666666667
00:0c:f6:a3:21:98 8 C3_AISLE3 -86.48333333333333
00:0c:f6:a3:21:98 9 C4_AISLE4 -82.27586206896552
00:0c:f6:a3:21:98 10 C5_AISLE5 -81.16666666666667
00:0c:f6:a3:21:98 11 C6_AISLE6 -85.54807692307692
00:0c:f6:a3:21:98 12 C7_AISLE7 -88.60526315789474
00:0c:f6:a3:21:98 13 C8_AISLE8 -91.0
00:0c:f6:c2:d1:9c 9 C4_AISLE4 -89.0
00:0c:f6:c2:d1:9c 12 C7_AISLE7 -90.0
00:0c:f6:c2:d1:9c 13 C8_AISLE8 -89.0
00:0c:f6:c2:d1:9c 14 C16_FLEX_BTM -85.375
00:0c:f6:c2:d1:9c 15 C17_FLEX_TOP -89.6
00:0c:f6:c2:d1:9c 17 C10_AISLE10 -85.5
00:0e:a6:27:4d:fb 2 C1_AISLE1 -86.2
00:0e:a6:27:4d:fb 3 C11_CONF_BTM -89.0
00:0e:a6:27:4d:fb 5 C2_AISLE2 -85.48936170212765
00:0e:a6:27:4d:fb 6 C14_PLEA -84.23504273504274
00:0e:a6:27:4d:fb 7 C15_MTG -85.44642857142857
00:0e:a6:27:4d:fb 8 C3_AISLE3 -90.0
00:11:d8:4c:ce:00 2 C1_AISLE1 -88.5
00:13:c3:05:fb:54 16 C9_AISLE9 -76.0
00:14:5c:84:78:a0 14 C16_FLEX_BTM -89.0
00:14:bf:dc:01:ff 2 C1_AISLE1 -85.67647058823529
00:15:70:ad:99:c8 2 C1_AISLE1 -86.875
00:15:70:ad:99:c8 6 C14_PLEA -88.0
00:15:70:ad:99:c8 17 C10_AISLE10 -89.0
00:15:70:ad:99:c9 2 C1_AISLE1 -84.25
00:15:70:ad:99:c9 6 C14_PLEA -88.0
00:15:70:ad:99:ca 2 C1_AISLE1 -90.2
00:15:70:ad:99:ca 6 C14_PLEA -89.0
00:15:70:ad:99:ca 17 C10_AISLE10 -89.0
00:15:70:ad:99:cb 2 C1_AISLE1 -89.4
00:16:0a:18:95:0c 16 C9_AISLE9 -88.0
00:16:0a:18:95:0c 17 C10_AISLE10 -86.6
00:19:aa:76:70:00 1 C13_COFFEE -87.0
00:19:aa:76:70:00 2 C1_AISLE1 -87.0
00:19:aa:76:70:00 12 C7_AISLE7 -88.18181818181819
00:19:aa:76:70:00 13 C8_AISLE8 -85.0
00:19:aa:76:70:00 14 C16_FLEX_BTM -84.06172839506173
00:19:aa:76:70:00 15 C17_FLEX_TOP -89.0
00:1b:11:69:55:8f 17 C10_AISLE10 -88.0
00:1b:2b:69:47:db 6 C14_PLEA -92.0
00:1b:90:76:cc:59 17 C10_AISLE10 -89.0
00:1b:90:76:cc:5b 17 C10_AISLE10 -88.0
00:1b:90:76:cc:5c 17 C10_AISLE10 -90.0
00:1b:90:76:cc:5f 17 C10_AISLE10 -88.0
00:1b:90:76:ce:10 1 C13_COFFEE -78.58620689655173
00:1b:90:76:ce:10 2 C1_AISLE1 -81.2
00:1b:90:76:ce:10 5 C2_AISLE2 -78.0
00:1b:90:76:ce:10 6 C14_PLEA -71.94666666666667
00:1b:90:76:ce:10 7 C15_MTG -65.5
00:1b:90:76:ce:10 8 C3_AISLE3 -73.00555555555556
00:1b:90:76:ce:10 9 C4_AISLE4 -78.5
00:1b:90:76:ce:10 10 C5_AISLE5 -80.28571428571429
00:1b:90:76:ce:10 13 C8_AISLE8 -72.0
00:1b:90:76:ce:13 1 C13_COFFEE -80.27272727272727
00:1b:90:76:ce:13 2 C1_AISLE1 -80.14285714285714
00:1b:90:76:ce:13 3 C11_CONF_BTM -82.63636363636364
00:1b:90:76:ce:13 5 C2_AISLE2 -79.0
00:1b:90:76:ce:13 6 C14_PLEA -73.20666666666666
00:1b:90:76:ce:13 7 C15_MTG -67.32777777777778
00:1b:90:76:ce:13 8 C3_AISLE3 -74.28888888888889
00:1b:90:76:ce:13 9 C4_AISLE4 -79.27480916030534
00:1b:90:76:ce:13 10 C5_AISLE5 -82.0
00:1b:90:76:ce:13 13 C8_AISLE8 -75.0
00:1b:90:76:ce:14 1 C13_COFFEE -78.83333333333333
00:1b:90:76:ce:14 2 C1_AISLE1 -73.0
00:1b:90:76:ce:14 5 C2_AISLE2 -76.65806451612903
00:1b:90:76:ce:14 6 C14_PLEA -71.26
00:1b:90:76:ce:14 7 C15_MTG -65.5111111111111
00:1b:90:76:ce:14 8 C3_AISLE3 -72.13888888888889
00:1b:90:76:ce:14 9 C4_AISLE4 -77.99290780141844
00:1b:90:76:ce:14 10 C5_AISLE5 -81.0
00:1b:90:76:ce:14 13 C8_AISLE8 -75.0
00:1b:90:76:ce:16 1 C13_COFFEE -79.51724137931035
00:1b:90:76:ce:16 2 C1_AISLE1 -75.0
00:1b:90:76:ce:16 3 C11_CONF_BTM -81.0
00:1b:90:76:ce:16 5 C2_AISLE2 -77.56862745098039
00:1b:90:76:ce:16 6 C14_PLEA -72.48
00:1b:90:76:ce:16 7 C15_MTG -66.51666666666667
00:1b:90:76:ce:16 8 C3_AISLE3 -73.21111111111111
00:1b:90:76:ce:16 9 C4_AISLE4 -78.79856115107914
00:1b:90:76:ce:16 10 C5_AISLE5 -81.0
00:1b:90:76:ce:16 13 C8_AISLE8 -78.0
00:1b:90:76:d3:f0 1 C13_COFFEE -70.94262295081967
00:1b:90:76:d3:f0 2 C1_AISLE1 -75.86046511627907
00:1b:90:76:d3:f0 3 C11_CONF_BTM -75.0
00:1b:90:76:d3:f0 5 C2_AISLE2 -74.45454545454545
00:1b:90:76:d3:f0 6 C14_PLEA -73.78
00:1b:90:76:d3:f0 7 C15_MTG -74.54814814814814
00:1b:90:76:d3:f0 8 C3_AISLE3 -70.82456140350877
00:1b:90:76:d3:f0 9 C4_AISLE4 -66.40833333333333
00:1b:90:76:d3:f0 10 C5_AISLE5 -60.31666666666667
00:1b:90:76:d3:f0 11 C6_AISLE6 -47.772222222222226
00:1b:90:76:d3:f0 12 C7_AISLE7 -58.90833333333333
00:1b:90:76:d3:f0 13 C8_AISLE8 -68.52222222222223
00:1b:90:76:d3:f0 14 C16_FLEX_BTM -75.62385321100918
00:1b:90:76:d3:f0 15 C17_FLEX_TOP -77.30909090909091
00:1b:90:76:d3:f0 16 C9_AISLE9 -70.05020920502092
00:1b:90:76:d3:f0 17 C10_AISLE10 -71.17977528089888
00:1b:90:76:d3:f3 1 C13_COFFEE -74.55
00:1b:90:76:d3:f3 2 C1_AISLE1 -76.06896551724138
00:1b:90:76:d3:f3 5 C2_AISLE2 -75.82954545454545
00:1b:90:76:d3:f3 6 C14_PLEA -78.21428571428571
00:1b:90:76:d3:f3 7 C15_MTG -77.6038961038961
00:1b:90:76:d3:f3 8 C3_AISLE3 -72.09497206703911
00:1b:90:76:d3:f3 9 C4_AISLE4 -66.26778242677824
00:1b:90:76:d3:f3 10 C5_AISLE5 -60.89915966386555
00:1b:90:76:d3:f3 11 C6_AISLE6 -48.833333333333336
00:1b:90:76:d3:f3 12 C7_AISLE7 -57.075
00:1b:90:76:d3:f3 13 C8_AISLE8 -66.21666666666667
00:1b:90:76:d3:f3 14 C16_FLEX_BTM -76.38636363636364
00:1b:90:76:d3:f3 15 C17_FLEX_TOP -79.20289855072464
00:1b:90:76:d3:f3 16 C9_AISLE9 -71.43333333333334
00:1b:90:76:d3:f3 17 C10_AISLE10 -71.9438202247191
00:1b:90:76:d3:f4 1 C13_COFFEE -72.52380952380952
00:1b:90:76:d3:f4 2 C1_AISLE1 -74.30588235294118
00:1b:90:76:d3:f4 5 C2_AISLE2 -73.5
00:1b:90:76:d3:f4 6 C14_PLEA -76.93877551020408
00:1b:90:76:d3:f4 7 C15_MTG -76.10526315789474
00:1b:90:76:d3:f4 8 C3_AISLE3 -71.00558659217877
00:1b:90:76:d3:f4 9 C4_AISLE4 -64.48535564853556
00:1b:90:76:d3:f4 10 C5_AISLE5 -58.94915254237288
00:1b:90:76:d3:f4 11 C6_AISLE6 -46.666666666666664
00:1b:90:76:d3:f4 12 C7_AISLE7 -55.27916666666667
00:1b:90:76:d3:f4 13 C8_AISLE8 -64.56111111111112
00:1b:90:76:d3:f4 14 C16_FLEX_BTM -75.23348017621146
00:1b:90:76:d3:f4 15 C17_FLEX_TOP -77.17333333333333
00:1b:90:76:d3:f4 16 C9_AISLE9 -69.55648535564853
00:1b:90:76:d3:f4 17 C10_AISLE10 -70.43888888888888
00:1b:90:76:d3:f6 1 C13_COFFEE -73.66666666666667
00:1b:90:76:d3:f6 2 C1_AISLE1 -75.53757225433526
00:1b:90:76:d3:f6 5 C2_AISLE2 -75.22905027932961
00:1b:90:76:d3:f6 6 C14_PLEA -77.31428571428572
00:1b:90:76:d3:f6 7 C15_MTG -77.3375
00:1b:90:76:d3:f6 8 C3_AISLE3 -71.44134078212291
00:1b:90:76:d3:f6 9 C4_AISLE4 -65.7489539748954
00:1b:90:76:d3:f6 10 C5_AISLE5 -60.445378151260506
00:1b:90:76:d3:f6 11 C6_AISLE6 -47.97222222222222
00:1b:90:76:d3:f6 12 C7_AISLE7 -56.63333333333333
00:1b:90:76:d3:f6 13 C8_AISLE8 -65.78333333333333
00:1b:90:76:d3:f6 14 C16_FLEX_BTM -76.0901287553648
00:1b:90:76:d3:f6 15 C17_FLEX_TOP -78.1969696969697
00:1b:90:76:d3:f6 16 C9_AISLE9 -70.5375
00:1b:90:76:d3:f6 17 C10_AISLE10 -70.98275862068965
00:1b:b1:ef:b0:9c 2 C1_AISLE1 -90.66666666666667
00:1d:19:99:4b:d7 1 C13_COFFEE -92.0
00:1d:19:99:4b:d7 14 C16_FLEX_BTM -90.0
00:1d:c9:07:24:b1 3 C11_CONF_BTM -89.0
00:1d:c9:07:24:b1 16 C9_AISLE9 -87.0
00:1e:c1:4d:0a:be 2 C1_AISLE1 -88.89473684210526
00:1e:c1:4d:0a:be 5 C2_AISLE2 -90.6
00:22:f7:20:a1:98 1 C13_COFFEE -89.82352941176471
00:22:f7:20:a1:98 2 C1_AISLE1 -87.54545454545455
00:22:f7:20:a1:98 5 C2_AISLE2 -89.79775280898876
00:22:f7:20:a1:98 6 C14_PLEA -90.36
00:22:f7:20:a1:98 7 C15_MTG -88.24528301886792
00:22:f7:20:a1:98 8 C3_AISLE3 -87.38036809815951
