1 C13_COFFEE 96.7
2 C1_AISLE1 98.9
3 C11_CONF_BTM 85.0
4 C12_CONF_TOP 77.2
5 C2_AISLE2 83.9
6 C14_PLEA 96.0
7 C15_MTG 92.8
8 C3_AISLE3 81.7
9 C4_AISLE4 64.2
10 C5_AISLE5 95.0
11 C6_AISLE6 91.1
12 C7_AISLE7 91.2
13 C8_AISLE8 86.7
14 C16_FLEX_BTM 92.1
15 C17_FLEX_TOP 98.3
16 C9_AISLE9 88.7
17 C10_AISLE10 97.2
